product_id,product_name,product_brand,product_price,review_count,reviewer_id,reviewer_skintype,reviewer_age_range,review_title,review_content
6.65E+12,Mugwort Calming Powder Wash,ISNTREE,$15.40 ,4,Rachael S.,Dry,35-44, Can be 4-in-1 for Sensitive Skin ," These are awesome! They work as a light cleanser if you don't need to rid yourself of any layers of makeup or sunscreen, and/or a toner pad if you use the lightly textured side. They are so full of moisture though that even with the salicylic acid they can be used as an essence pad or left on for a few minutes as a mask. They are good for travel too as there isn't really extra liquid to spill out in a bag or anything and the jar is a flip-top lid (it screws off too but this way you don't lose it or drop it on a dirty floor). "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Amanda,Normal,25-35, Not For Me ," This really didn't do great things for my hair. It left it a bit stripped, and not soft. "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Aitor S.,Normal,25-35, ," Hi Amanda,  "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Vic,Normal,25-35, Leaves Hair Soft and Clean. , 
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Jennifer L.,Normal,25-35, Love It! ,"Thanks for your feedback! We understand that skin and hair care is all about trial and error and I’m sorry that this product did not work for you. Please know that our team is always available to offer alternative recommendations, suitable to your hair type & preferences. "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,P. S.,Normal,25-35, Mixed feelings , Leaves hair soft and clean without stripping hair natural oils. Not a big fan of the scent even though is very light. 
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Lourdes B.,Normal,25-35, ," Never thought I would love a shampoo more than their last formula, but I have been absolutely loving this one! Washes away easily and doesn't leave a weird residue on my brush like other shampoo and conditioners have. I've given the last version as gifts and everyone LOVED it, so I cannot wait to start giving this one! "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,7,Soko Glam,Normal,25-35, Game changer! ," Was great in the first week for my itchy scalp…seemed to help with hair loss after washing, too. But now, my scalp seems to be back to the way it was…maybe a bit worse because it’s also reacting to the shampoo. I want to like it because my hair looks shinier and thicker but my scalp has been irritated. Probably will stop using. "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,8,Linda L.,Dry,35-44, Rejuvenating treatment , Smells great. This really moisturized smf softened my hair exponentially just after one use! Would purchase again. 
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,8,Briony,Dry,35-44, This has become a favorite ," The first time I tried this I couldn’t really tell a difference, but I used it a second time two days later and was shocked by the transformation. I have dry curly hair, and it was softer, shinier, less frizzy, with more defined curls. I used it again with the same result. By then I was running low so I decided to save it for a special occasion. Used it again after 2 months and again no big difference but after using it again the next day I had shampoo commercial hair. Concluded that it takes a couple of tries to take full effect, but worth it once it does. Recommend buying two bottles "
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,8,DAR,Dry,35-44, Promising start , I have hair that's quick to both take in moisture and lose it. Have used this a few times and it's nice but I can't say I notice a significant difference from my usual routine. 
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,8,Cindy Z.,Dry,35-44, Sleek Straight Hair , This product does its job very well! Makes my hair feel hydrated and it drys straight with no frizz! 
6.66E+12,Green Tea Fresh Serum,ISNTREE,$31.30 ,8,S.S,Dry,35-44, Awsome , Loves how my hair feels after using it 
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Nicole H.,Dry,35-44, Oh so clean! , My face feels so clean after I use this foam cleanser. I’m outside with my kids this summer and this cleaner gets all that dirt out. I have dry skin and this cleaner does both tough jobs of getting my skin clean and not dry. 
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Lyse H.,Dry,35-44, A+ , A+ 
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Bernadette,Dry,35-44, Great Cleanser but A Mini Caveat ," So I think this is a great cleanser, it makes my face feel clean but not in a stripped sense. However, it might just be me and my skin type, but I question if this is for everyday use. By my third night using it (I personally use it day + night) I think it really threw my skin into a frenzy and this has caused my skin's ph to be thrown off wack so maybe this can be just a night cleanser or a 2x a week cleanser. "
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Britt,Dry,35-44, ," Hi Bernadette, "
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Courtni A.,Oily,25-35, Good product! , I use this serum in combination with other products I got from Soko Glam but it’s been really effective for me and I’m grateful for the results. I’ve been hoping to come into 2023 with a new skin care routine since the older line of products I use no longer are available so this is perfect. 
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Kurt J.,Oily,25-35, Amazing! , Sinks right into the skin and the texture is perfect! Gotta love the ingredients also too ✨ 
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Michelle,Oily,25-35, New Staple in My (Sensitive) Skin Care Collection! ," I recently went a little overboard with retinal; while I always do wear SPF, I think possibly not drinking enough water could've contributed too, but this was the ONLY serum I had that actually helped my Sensitive Peeling Skin! This along with a Oil Toner we're my saviors! I've never going to not have this at home! "
6.65E+12,Kill Lash Superproof Mascara,CLIO,$18 ,4,Lauren,Oily,25-35, Neutral ," I can’t say much about this serum. I haven’t noticed a difference, good or bad. It may be that I just like my other skincare products better. I had hoped this would be similar to the Isntree Green Tea toner but I find them different on my oily, sensitive, acne prone skin. "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,ngan,Combination,25-35, It's a good basic mascara , I really like how thin the wand is because the product clump less and is easy to apply on both upper and lower lashes. I do see some lengthening and the product does last long hours.  
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Adriana G.,Combination,25-35, , 
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Leonor,Combination,25-35, Wanted to love it ,"The only minus point I can see is that when I just curl my lashes and apply the product, the curl doesn't hold super well after a couple of hours. "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Diana C.,Combination,25-35, ," Hi there, "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Andrea M.,Combination,25-35, Less flaky , 
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Elle,Combination,25-35, Very Waterproof ,"Thanks for your feedback! We understand that makeup can be all about trial and error, and I’m sorry that this product did not work for you. Please know that our team is always available to offer alternative recommendations, suitable to your skin type & preferences. "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,17,Soko Glam,Combination,25-35, No wedding tears ," I have really short and straight eyelashes. The mascara really doesn't do much for my eye lashes, I think it makes them look shorter. It also created a white coating on my lashes after applying. "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,2,Turnip b.,Sensitive,35-44, Favorite Conditioner! ," Even though this is called a hair mask, it plays very much like a thicker conditioner for hair & I use it every time I wash my hair with the shampoo from this same line. I am a woman with a buzzcut and before I started using this shampoo and conditioner I constantly struggled with itchiness, flakes, scalp redness & hair shedding. This conditioner works so well. It immediately soothes my scalp and hair leaving behind smooth, shiny & flake free hair with no itchiness whatsoever. I can truly say I have seen a huge improvement in my scalp and hair since using this conditioner along with the shampoo. I would highly recommend. "
6.65E+12,Vita C Plus Spot Correcting & Firming Ampoule,MISSHA,$39 ,2,Marsha,Sensitive,35-44," Shiny, but not moisturized "," I have an oily scalp and dry ends (a little heat damage/split ends) and this mask/conditioner didn't really do much for me. It smells great and left my hair shiny the first day, but by day two, my ends were all tangled and dry feeling. Unfortunately, this did not work for me. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Grace K.,Normal,25-35, Amazing ," Amazing! No more dandruff. And my hair looks great. Smells nice, too! "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Erica,Normal,25-35, Life changing! ," Do you suffer from a dry and itchy scalp? Because I do. Unfortunately. Head and Shoulders was my jam for YEARS and it was the only hair product that tamed my...dandruff. However, good things don't last and it just wasn't doing it for me anymore. On a whim, I purchased this product back in March and I can confidently say that it's helped me so much! I do have to switch this out with Head and Shoulders some days. For example, I'd use this Kombucha Shampoo for 3-4 days straight and use Head and Shoulders for the rest of the days. Why? My hair would get pretty oily after a while. Though, this doesn't seem to be the case anymore and I may need to purchase the mask. In conclusion, this is a great shampoo for those who have dry and itchy scalps and I will definitely be repurchasing this once I run out! "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Asha,Normal,25-35, Sadly disappointed ," I used many British M products and was excited to try a shampoo that purports to alleviate breakage and damage. Unfortunately, this shampoo did not work for my hair. I always do a double cleanse and even still, I can feel the oils and buildup on my scalp. It made my hair look limp and lifeless and totally dried it out (even with a conditioner!). This did not work for me but hopefully it works for others! "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Erika N.,Normal,25-35, ," Hi Asha, "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Aurora,Normal,25-35, Enjoying this so far ,We are sorry to hear that the Kombucha Shampoo was not a good fit. Please reach out to us via email at 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Brook,Normal,25-35, WOW , and we will be happy to get you all sorted! 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Soko Glam,Normal,25-35, ," I have an oily scalp prone to seb. derm. so the first time using this it didn't feel that my scalp was well cleansed though my hair felt great. I tried using it again, but this time double cleansing with this shampoo and it definitely helped though still a bit under cleansed for me. I tried again with a stronger shampoo first and then this shampoo second and this seems to work the best for me. I love the way this makes my hair feel which is why I still continue to use it as a second cleanse. The bottle is large and a little goes a long way so I suspect it will last for quite some time. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,8,Carissa,Normal,25-35, , I used to have really dry scalp that in one day and I was always itchy. The hair was immediately grased but now its only an old memory 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,5,Amanda,Normal,25-35, Pleasantly Surprised ," I wasn't expecting much from this little bottle, but I absolutely love the results. Not stripping, and makes my skin feel super soft. Definitely helps to keep my redness minimized. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,5,Gracie,Normal,25-35, Cool Powder Cleanser ," I was scrolling through Tiktok when I saw a video saying, ""If you want to get rid of your textured skin and white/black heads to use a powdered cleanser"" it wasn't this exact one but it was a powered cleanser and it was cheap so I bought it on a whim, and it worked great! Its not sudsy and their barley is a fragrance. But for the black heads my problem area (which is my nose) felt smooth. It cleansed my face well it wasn't drying, just normal. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,5,Fi,Normal,25-35, Handy Little Bottle , This was a great purchase for me. The bottle was smaller than expected but I love the powder form it comes in and the fact that I did not feel it strip my skin. The lather was nice too.  
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,5,Debra P.,Normal,25-35, Normal with acne and redness ,I would love a larger bottle of this and am very mildly bothered that they don't sell a larger bottle but at least I know to order two at a time now. This one lasted about a month and a half. 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,5,alyssa,Normal,25-35, It's the results for me! , ABSOLUTELY LOVE THIS!!!!!! I've never seen anything make my face look so calm and clear. I'm buying another right away. 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,20,Chloe,Combination,18-24, Works well and makes me feel fancy :) ," I love incorporating this into my routine, and it's always super nice and cooling in the morning. After about three months I have had no issues with it, considering how many other rollers have reviews saying that they broke very quickly. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,20,Gabbi,Combination,18-24, Good quality for the price! ," I have seen other rollers at TJ Maxx and while they might be cheaper, they are not as sturdy. Worth the extra $ in my opinion. It will last you longer. "
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,20,Nelyn D.,Combination,18-24, Great roller! , It looks very pretty. I love the color. And it seems more stable looking than the ones I usually see in the store. I’ve been using the smaller roller for my face though. I feel like using the smaller one is more effective as I feel it more as compared to when I use the bigger one. But it could just be me. 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,20,Hellen L.,Combination,18-24, First Roller and I'm in LOVE! , I absolutely love this roller. It seems pretty quality and I love the facial massages I give myself with it. It has overall improved my self care routine! 
6.65E+12,Jade Facial Roller,GLOWIEST,$28 ,20,Alyssa R.,Combination,18-24, I love the extra help , I love the extra help it gives my skin to soak up any essence from a sheet mask or serum. 
6.63E+12,Vitamin Tree Water Gel Cream,I'M FROM,$28 ,12,Mae W.,Normal,35-44, So far so good , Just got this and have been using for a week! It’s a little thick in consistency but goes on very smoothly. It has a citrusy scent which I don’t mind. I like it so far! 
6.63E+12,Vitamin Tree Water Gel Cream,I'M FROM,$28 ,12,Joanna B.,Normal,35-44, Works great! , Product absorbs easily and doesn’t feel sticky. It had lightened up some discoloration on my face. I highly recommend it. It was recommended to me by the Soko aesthetician. 
6.63E+12,Vitamin Tree Water Gel Cream,I'M FROM,$28 ,12,Ecub,Normal,35-44, So far so good , I am using it for a month now. Observing that my dark spots are fading. Will keep using it. Leaves the skin very soft 
6.63E+12,Vitamin Tree Water Gel Cream,I'M FROM,$28 ,12,tania,Normal,35-44, Best serum Iv used ," Really enjoy this serum, my skin feels firmer and brighter "
6.63E+12,Vitamin Tree Water Gel Cream,I'M FROM,$28 ,12,Rochelle G.,Normal,35-44, Gift for my mom , She says it makes her feel young and I've seen some difference in her face so far. 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,6,sherry h.,Combination,55+, A little goes a long way! , Just a small dab on my cleansing pad and away all the daily dirt & grime goes. It smells wonderful too. Love this product 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,6,Olivia,Combination,55+, Broke Me Out!!! ," Not sure exactly what ingredient caused the cystic acne on my cheeks (I never get cystic acne) or caused the little red bumps everywhere, I just know I am throwing this face wash out. Really doesn't help that it smells like a throat lozenge either... "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,6,Samantha,Combination,55+, , Hi Olivia. We are sorry to hear that about your reaction to the Safe me. Relief Moisture Cleansing Foam. Please reach out to us via email at 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,6,Ce,Combination,55+, Sensitive Skin Must Have , with your order number and we will be happy to get you all sorted! 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,6,Stephanie,Combination,55+, Didn't agree with my sensitive skin ," I have struggled to find a great cleanser for my skin type, my skin changes throughout the year but is always sensitive and prone to breakouts. After using this product, I have noticed major changes in my skin. My skin is less sensitive which is great during the cold weather and my breakouts have calmed down. I have also received compliments on my skin!! "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Courtney G.,Combination,35-44, Okay , Feels great. My skin is not responding great to it though. My skin doesn’t really respond well to much though. Think it’s just not the product for me. 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Lisamarie C.,Combination,35-44, , Hi Courtney. We are sorry to hear that the Madecassoside Ampoule 2X didn't work out for you. Please reach out to us via email at 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Ana C.,Combination,35-44, 🥰 , with your order number and we will be happy to get you all sorted! 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Jessica,Combination,35-44, Soothing & hydrating ," Absolutely love love these products out of all the expensive products I have tried, this product line has caught my attention for the way it goes on your skin clean, not greasy yeah very hydrating and for this I will remain a loyal user keep up the great products. And don’t discontinue any pls. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Jenn,Combination,35-44, Soothing and moisturizing! ," At first I was not impressed, didn’t see anything. But the more i used it the calmer my skin got and it is very very hydrating. Highly recommend! "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,29,Nicole D.,Normal,55+, I need this ," I’m obsessed with this water gel. I’m picky with moisturizer and now I’ve found the right one. It’s not heavy and it’s not liquidy, hence the name “gel cream.” I’ve been doing the “slugging” technique with this at nighttime and on my days off. I slather it on and my skin just drinks it in. There’s no fragrance but it just feels so good, clean and luxurious on my skin. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,29,kolee,Normal,55+, best moisturizer ever!! ," I absolutely love this moisturizer. It is so hydrating and a little goes a long way. I also mix this with my foundation, and my face does not cake up at all. It doesn't have a smell, which I love for my sensitive skin. I will repurchase this forever because it is amazing. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,29,chrissyg22,Normal,55+, Light and very smooth ," I really love this Gel cream! its super light, glides on smoothly and leave my skin feeling moist and fresh without any oil residue. its very cooling ; i used it while on vacation and it was perfect after long days in the sun. I alos love to pair this with Misha snail night mask. wake up to dewy relaxed skin next day. easily a fav. highly recomend. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,29,Solveig S.,Normal,55+, Great ," Super light, no fragrance, makes your skin feel soft! I am very happy with this product. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,29,Meli,Normal,55+, Nice , A nice product for the summer or if you're extremely oily then it can be used year-round. if you have very dry skin I would not recommend as it might be too light. 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Anessa O.,Dry,18-24, Unremarkable ," I was looking forward to this product for my back acne. I have dry skin on my back so I thought this would help to hydrate while getting rid of acne. However I have seen no difference in my acne at all, and my skin feels the same. I would be lying to say I was not disappointed. "
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Carina,Dry,18-24, , Hi Anessa. We are sorry to hear that about your Honey Rich Body Wash. Please reach out to us via email at 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Samantha,Dry,18-24, You might get disappointed by the scent , and we will be happy to get you all sorted! 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Lyudmyla M.,Dry,18-24, , The scent is light but I expected it to smell more like honey. We finished the bottle. It's a regular body wash. The packaging is cute tho 
6.63E+12,Honey Rich Body Wash,SKINFOOD,$15 ,5,Bunny,Dry,18-24, Pretty Good ," Hi there, "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Tiana W.,Normal,25-35, Love it , Love it 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,TheTryItLady,Normal,25-35, Highly recommend! ," My skin: acne prone, mature, fine lines, combo skin to dry. "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Natty C.,Normal,25-35, Wonderful ,I’ve used quite a bit of Korean skin care lines and this toner works best for my skin type. First off the toner doesn’t make me have clogged pores! 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Trenton W.,Normal,25-35, A Gentle Refreshing Experience ,"This product gives me lots of skin hydration, does not sting my skin or eyes. "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Ilona K.,Normal,25-35, help with acne ,This works with my other skin routines that I have without irritation because some of my skin products cannot be combined with niacinamide and this toner doesn’t not contain niacinamide like lost products do! 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Apple,Normal,25-35, ," After a week of using Lotus Water Calming Toner, my skin is much hydrated than before. My skin is softer, and brighter. Definitely I will purchase again once this one is out. "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,25,Soko Glam,Normal,25-35, ," My skin loves this toner! It leaves my complexion feeling soothed, clean and ready to face the day. No tightening affect, nor burning, nor stinging. "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,6,Yelizaveta,Dry,35-44, Loved ," I loved this mask. Its delicate and soft and very hydrating. My skin felt so smooth the following morning, I would highly recommend this mask. "
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,6,neil,Dry,35-44, A skincare nightcap! , Such a great way to end a long day! Skin soaks this right up! 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,6,Maya,Dry,35-44, The best , Super hydrating mask! Will buy again! 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,6,Seraphina,Dry,35-44, Gentle yet effective , I love this mask . It simple yet effective. My face looks very supple after I use this mask . Will keep repurchasing. 
6.63E+12,Galac Niacin 2.0 Essence,MANYO FACTORY,$29 ,6,Mandie K.,Dry,35-44, Super soothing and hydrating ," I used this mask at night following an unfortunate sunburn I got on my face while on vacation. At this point I was still quite red, and beginning to REALLY peel - my skin felt and looked rough like leather. This not only felt amazing on my skin while using it, but the next morning after using it I felt like I was completely healed. My skin had a nice glow to it I haven't even gotten with moisturizers overnight. Will be buying more to keep on hand! "
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,hillary,Oily,No, Amazing , This has been so incredible for brightening and evening out my skin tone. Very comparable to the SK-II pitera essence but so much more affordable! Everything I’ve tried from Manyo has been excellent. Highly recommend! 
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,sooj,Oily,No, Not for me ," Gave three stars because it didn’t have a scent and absorbed really well. Unfortunately my skin didn’t like this. After trying this for a week, my skin looked terrible. It looked irritated, dry, and my already big pores looked more visible. "
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,S.S,Oily,No, ," Hi there, "
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,Mya C.,Oily,No, Awesome !!!!!! , 
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,Rosemary B.,Oily,No, Love it!! ,"Thanks for your feedback! We understand that skincare is all about trial and error, and I’m sorry that this product did not work for you. Please know that our team is always available to offer alternative recommendations, suitable to your skin type & preferences. "
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,Emily B.,Oily,No, Good standard essence , great for brighting and a great suit for sensitive skin 
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,Soko Glam,Oily,No, , It’s not oily at all and is super lightweight which is perfect for the summer. I’ve only been using it for about 2 weeks and I have super sensitive skin and haven’t had any bad effects & can already see that my skin is brightening! 
6.63E+12,Galactomy Essence Cream,MANYO FACTORY,$35 ,22,RK,Oily,No, , Didn’t see anything major but saw slight improvements to the redness and scarring on my face. If used regularly I can absolutely see this really helping smooth out and brighten your face. 
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Mariah K.,Normal,No, Good winter moisturizer ," I was needing a heavier moisturizer for winter and this is doing the job fairly well. I can't really say I've noticed it doing much beyond that, but I haven't had any problems with it either. It's a fairly thick cream and hasn't broken me out at all. "
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Tori W.,Normal,No, Nice glow ," I really like this moisturizer, it really gives you a nice subtle glow. Will buy again. "
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Ann,Normal,No, Made my skin soft , I am using this moisturizer as part of my night time skin care routine. I notice that it really made my skin soft when I wake up but not oily. 
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Adnaan H.,Normal,No, Miracle in a bottle ??? , Okay so the only con I found with this product was how little the bottle is that’s it. 
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Vanessa O.,Normal,No, Love! ,The product itself is amazinggggg I apply some at night time as my last step and when i wake up my skin is brighter and my acne scars are a bit lightened which is what i wanted !!!! 
6.63E+12,Bifida Biome Ampoule Toner,MANYO FACTORY,$25 ,16,Kai,Normal,No, ," Been using this cream for a couple of weeks, my skin has definitely improved in texture. It's softer and doesn't feel dry after spending time outside in the cold or inside with the heater on. I only wish the product came in a larger container, but I will be buying again once I run out! "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Lauren,Sensitive,No, YES YES YES HOLY GRAIL ," I didn't think much of this toner until I went ahead and tried it. I have sensitive, dry, acne-prone skin and I have been searching for my holy grail toner that moisturizes, strengthens barrier, and prevents breakouts. THIS is the toner you need - the probiotic blend plus witch hazel extract does both at once! The bottle is huge and it goes a long way. The liquid itself is more watery than gooey, so I would recommend it as a first step after cleansing. I am very particular about irritating ingredients, but this product's ingredients are very gentle and have no extra filler in them. The price point is fantastic, and the bottle will last you a long time. I'm only halfway through, but I bought a second bottle so I don't run out :) "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Michelle37,Sensitive,No, Perfect Moisturizing Toner With Perfect Price Point! ," I've always used a alcohol-free toner; although as I'm reaching my upper 30's my skin has been going through such a change, and moisturizing toners have become my savior! With sensitive Combo skin I've noticed that gels or creams that are too moisturizing can lead to unexpected breakouts even though dry areas; however, moisturizing toners always tend to be the secret weapon to my lately unpredictable skin. "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Steven M.,Sensitive,No, Is it working? ," Ive been using this for about a month now and I think its breaking me out! I haven't noticed any differences besides little white heads. Its a huge bottle so Im hoping my skin will adjust, we will see! "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Jordy A.,Sensitive,No, ," Hi Steven,  "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Emily P.,Sensitive,No, Really Helping! ,We are sorry to hear that about your Bifida Biome Ampoule Toner. Please reach out to us via email at 
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Aly,Sensitive,No, Love this addition to my , and we will be happy to get you all sorted! 
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Soko Glam,Sensitive,No, ," I have always had VERY oily skin (like needing to blot my face around noon type of oily!). But after doing a skin consult they recommended that I add a hydrating toner into my routine. This isn't the toner they recommended - but I am a Manyo skincare lover so I opted to give this a shot. This is the only toner that I have ever noticed a difference with - and most importantly, my skin isn't oily at the end of the day!! "
6.62E+12,Glow Deep Serum: Rice + Alpha-Arbutin,Beauty of Joseon,$17 ,24,Candice,Sensitive,No, , Love this addition to my routine and it smells amazing!! 
6.62E+12,Carrot + Niacinamide Moisturizing Cream,SATURDAY SKIN,$27 ,27,Vivian O.,Dry,25-35, In love , This is my go to body wash ever since I tried it. I’ve bought it for all my friends and family. It’s very moisturizing and smells really nice- not too strongly of coffee. It doesn’t leave residue or anything either but it definitely makes my skin feel super soft and smooth! I’m definitely obsessed! 
6.62E+12,Carrot + Niacinamide Moisturizing Cream,SATURDAY SKIN,$27 ,27,sally d.,Dry,25-35," Smells great, feels good on "," Smells great, feels good on my skin "
6.62E+12,Carrot + Niacinamide Moisturizing Cream,SATURDAY SKIN,$27 ,27,Ivonia,Dry,25-35, Thank you SokoGlam! ," I got a bottle of this body wash as a free gift and I will be buying more! It smells delicious and leaves my skin so soft. Amazin, thank you Sokoglam! "
6.62E+12,Carrot + Niacinamide Moisturizing Cream,SATURDAY SKIN,$27 ,27,Aitor S.,Dry,25-35, So Hydrating! , The smell is AMAZING! It is so smooth and hydrating! 
6.62E+12,Carrot + Niacinamide Moisturizing Cream,SATURDAY SKIN,$27 ,27,Zack K.,Dry,25-35, Skin So Soft! , The hyaluronic acid in this is AMAZING. My skin feels so healthy! 
6.62E+12,Cafferonic Body Scrub,SNP,$18 ,20,Vivian O.,Dry,No, Obsessed ," This is the best hand soap I’ve ever used. All of the scents smell so good and natural. Each soap pack lasts so long, even though I was my hands very very frequently throughout the day, so the multi set is so worth it for the price. The soap itself feels so smooth and soft on my skin and lathers really nicely. Doesn’t leave my hands feeling dry after which is shocking. I’m in love. "
6.62E+12,Cafferonic Body Scrub,SNP,$18 ,20,Janessa C.,Dry,No, This soap is top tier! , I love love love this soap! I have tried so many planet friendly soap options from blue land to homemade recipes and I am obsessed with this. I was my hands mutiple times daily and one packet of the soap with last minimum 3 months I feel like. It’s sooooo hydrating and your hands feel beyond clean! 
